event_date,year,type,total_events
2018-09-08,2018,GollumEvent,5021
2018-09-08,2018,IssueCommentEvent,45547
2018-09-08,2018,IssuesEvent,28245
2018-09-08,2018,MemberEvent,3540
2018-09-08,2018,PublicEvent,776
2018-09-08,2018,PullRequestEvent,40711
2018-09-08,2018,PullRequestReviewCommentEvent,7960
2018-09-08,2018,PushEvent,478518
2018-09-08,2018,ReleaseEvent,3452
2018-09-08,2018,WatchEvent,67305
2018-09-09,2018,CommitCommentEvent,1322
2018-09-09,2018,CreateEvent,130018
2018-09-09,2018,DeleteEvent,16939
2018-09-09,2018,GollumEvent,4641
2018-09-09,2018,IssueCommentEvent,40447
2018-09-09,2018,IssuesEvent,25994
2018-09-09,2018,MemberEvent,2686
2018-09-09,2018,PublicEvent,882
2018-09-09,2018,PullRequestEvent,40175
2018-09-09,2018,PullRequestReviewCommentEvent,8067
2018-09-09,2018,PushEvent,523391
2018-09-09,2018,ReleaseEvent,3787
2018-09-09,2018,WatchEvent,70456
2018-09-10,2018,CommitCommentEvent,2257
2018-09-10,2018,CreateEvent,209506
2018-09-10,2018,DeleteEvent,37797
2018-09-10,2018,GollumEvent,7693
2018-09-10,2018,IssueCommentEvent,96583
2018-09-10,2018,IssuesEvent,49315
2018-09-10,2018,MemberEvent,7327
2018-09-10,2018,PublicEvent,1392
2018-09-10,2018,PullRequestEvent,86775
2018-09-10,2018,PullRequestReviewCommentEvent,29324
2018-09-10,2018,PushEvent,756731
2018-09-10,2018,ReleaseEvent,5967
2018-09-10,2018,WatchEvent,113723
2018-09-11,2018,CommitCommentEvent,2494
2018-09-11,2018,CreateEvent,214118
2018-09-11,2018,DeleteEvent,36444
2018-09-11,2018,GollumEvent,8019
2018-09-11,2018,IssueCommentEvent,102723
2018-09-11,2018,IssuesEvent,52876
2018-09-11,2018,MemberEvent,7329
2018-09-11,2018,PublicEvent,1551
2018-09-11,2018,PullRequestEvent,91949
2018-09-11,2018,PullRequestReviewCommentEvent,30716
2018-09-11,2018,PushEvent,766942
2018-09-11,2018,ReleaseEvent,6586
2018-09-11,2018,WatchEvent,115111
2018-09-12,2018,CommitCommentEvent,2353
2018-09-12,2018,CreateEvent,214823
2018-09-12,2018,DeleteEvent,35954
2018-09-12,2018,GollumEvent,7428
2018-09-12,2018,IssueCommentEvent,104487
2018-09-12,2018,IssuesEvent,50073
2018-09-12,2018,MemberEvent,7052
2018-09-12,2018,PublicEvent,1395
2018-09-12,2018,PullRequestEvent,90435
2018-09-12,2018,PullRequestReviewCommentEvent,32089
2018-09-12,2018,PushEvent,770507
2018-09-12,2018,ReleaseEvent,6019
2018-09-12,2018,WatchEvent,111594
2018-09-13,2018,CommitCommentEvent,2122
2018-09-13,2018,CreateEvent,204262
2018-09-13,2018,DeleteEvent,33633
2018-09-13,2018,GollumEvent,7360
2018-09-13,2018,IssueCommentEvent,100847
2018-09-13,2018,IssuesEvent,49870
2018-09-13,2018,MemberEvent,7686
2018-09-13,2018,PublicEvent,1442
2018-09-13,2018,PullRequestEvent,89666
2018-09-13,2018,PullRequestReviewCommentEvent,30456
2018-09-13,2018,PushEvent,754626
2018-09-13,2018,ReleaseEvent,5996
2018-09-13,2018,WatchEvent,112266
2018-09-14,2018,CommitCommentEvent,2228
2018-09-14,2018,CreateEvent,186087
2018-09-14,2018,DeleteEvent,32077
2018-09-14,2018,GollumEvent,6735
2018-09-14,2018,IssueCommentEvent,91307
2018-09-14,2018,IssuesEvent,46839
2018-09-14,2018,MemberEvent,6167
2018-09-14,2018,PublicEvent,1322
2018-09-14,2018,PullRequestEvent,81303
2018-09-14,2018,PullRequestReviewCommentEvent,26955
2018-09-14,2018,PushEvent,716015
2018-09-14,2018,ReleaseEvent,5835
2018-09-14,2018,WatchEvent,108772
2018-09-15,2018,CommitCommentEvent,1395
2018-09-15,2018,CreateEvent,122499
2018-09-15,2018,DeleteEvent,16693
2018-09-15,2018,GollumEvent,4878
2018-09-15,2018,IssueCommentEvent,41595
2018-09-15,2018,IssuesEvent,26517
2018-09-15,2018,MemberEvent,4421
2018-09-15,2018,PublicEvent,763
2018-09-15,2018,PullRequestEvent,41171
2018-09-15,2018,PullRequestReviewCommentEvent,8022
2018-09-15,2018,PushEvent,484688
2018-09-15,2018,ReleaseEvent,2839
2018-09-15,2018,WatchEvent,64719
2018-09-16,2018,CommitCommentEvent,1412
2018-09-16,2018,CreateEvent,130927
2018-09-16,2018,DeleteEvent,16766
2018-09-16,2018,GollumEvent,4733
2018-09-16,2018,IssueCommentEvent,41829
2018-09-16,2018,IssuesEvent,27174
2018-09-16,2018,MemberEvent,3192
2018-09-16,2018,PublicEvent,1014
2018-09-16,2018,PullRequestEvent,42806
2018-09-16,2018,PullRequestReviewCommentEvent,7985
2018-09-16,2018,PushEvent,502836
2018-09-16,2018,ReleaseEvent,3315
2018-09-16,2018,WatchEvent,61812
2018-09-17,2018,CommitCommentEvent,2683
2018-09-17,2018,CreateEvent,225912
2018-09-17,2018,DeleteEvent,33555
2018-09-17,2018,GollumEvent,7314
2018-09-17,2018,IssueCommentEvent,98423
2018-09-17,2018,IssuesEvent,51144
2018-09-17,2018,MemberEvent,7525
2018-09-17,2018,PublicEvent,1656
2018-09-17,2018,PullRequestEvent,87786
2018-09-17,2018,PullRequestReviewCommentEvent,30643
2018-09-17,2018,PushEvent,756222
2018-09-17,2018,ReleaseEvent,6121
2018-09-17,2018,WatchEvent,106995
2018-09-18,2018,CommitCommentEvent,2802
2018-09-18,2018,CreateEvent,226427
2018-09-18,2018,DeleteEvent,36408
2018-09-18,2018,GollumEvent,8153
2018-09-18,2018,IssueCommentEvent,105576
2018-09-18,2018,IssuesEvent,52114
2018-09-18,2018,MemberEvent,8652
2018-09-18,2018,PublicEvent,1596
2018-09-18,2018,PullRequestEvent,93423
2018-09-18,2018,PullRequestReviewCommentEvent,31966
2018-09-18,2018,PushEvent,777275
2018-09-18,2018,ReleaseEvent,5813
2018-09-18,2018,WatchEvent,112579
2018-09-19,2018,CommitCommentEvent,2558
2018-09-19,2018,CreateEvent,213769
2018-09-19,2018,DeleteEvent,36431
2018-09-19,2018,GollumEvent,8128
2018-09-19,2018,IssueCommentEvent,106117
2018-09-19,2018,IssuesEvent,53510
2018-09-19,2018,MemberEvent,7328
2018-09-19,2018,PublicEvent,1567
2018-09-19,2018,PullRequestEvent,94592
2018-09-19,2018,PullRequestReviewCommentEvent,31317
2018-09-19,2018,PushEvent,781606
2018-09-19,2018,ReleaseEvent,6105
2018-09-19,2018,WatchEvent,111701
2018-09-20,2018,CommitCommentEvent,2586
2018-09-20,2018,CreateEvent,215675
2018-09-20,2018,DeleteEvent,37613
2018-09-20,2018,GollumEvent,8050
2018-09-20,2018,IssueCommentEvent,106114
2018-09-20,2018,IssuesEvent,52194
2018-09-20,2018,MemberEvent,7107
2018-09-20,2018,PublicEvent,1659
2018-09-20,2018,PullRequestEvent,93798
2018-09-20,2018,PullRequestReviewCommentEvent,30108
2018-09-20,2018,PushEvent,776384
2018-09-20,2018,ReleaseEvent,6708
2018-09-20,2018,WatchEvent,112032
2018-09-21,2018,CommitCommentEvent,2209
2018-09-21,2018,CreateEvent,198084
2018-09-21,2018,DeleteEvent,33249
2018-09-21,2018,GollumEvent,7103
2018-09-21,2018,IssueCommentEvent,95067
2018-09-21,2018,IssuesEvent,48984
2018-09-21,2018,MemberEvent,6935
2018-09-21,2018,PublicEvent,1315
2018-09-21,2018,PullRequestEvent,83232
2018-09-21,2018,PullRequestReviewCommentEvent,27861
2018-09-21,2018,PushEvent,734377
2018-09-21,2018,ReleaseEvent,7221
2018-09-21,2018,WatchEvent,106067
2018-09-22,2018,CommitCommentEvent,1297
2018-09-22,2018,CreateEvent,138837
2018-09-22,2018,DeleteEvent,17536
2018-09-22,2018,GollumEvent,4920
2018-09-22,2018,IssueCommentEvent,44021
2018-09-22,2018,IssuesEvent,28274
2018-09-22,2018,MemberEvent,4225
2018-09-22,2018,PublicEvent,925
2018-09-22,2018,PullRequestEvent,43450
2018-09-22,2018,PullRequestReviewCommentEvent,7543
2018-09-22,2018,PushEvent,512875
2018-09-22,2018,ReleaseEvent,4091
2018-09-22,2018,WatchEvent,63303
2018-09-23,2018,CommitCommentEvent,1449
2018-09-23,2018,CreateEvent,141090
2018-09-23,2018,DeleteEvent,17892
2018-09-23,2018,GollumEvent,4972
2018-09-23,2018,IssueCommentEvent,43676
2018-09-23,2018,IssuesEvent,26983
2018-09-23,2018,MemberEvent,3094
2018-09-23,2018,PublicEvent,1043
2018-09-23,2018,PullRequestEvent,42942
2018-09-23,2018,PullRequestReviewCommentEvent,7820
2018-09-23,2018,PushEvent,521542
2018-09-23,2018,ReleaseEvent,3316
2018-09-23,2018,WatchEvent,63153
2018-09-24,2018,CommitCommentEvent,2491
2018-09-24,2018,CreateEvent,208349
2018-09-24,2018,DeleteEvent,31871
2018-09-24,2018,GollumEvent,6693
2018-09-24,2018,IssueCommentEvent,91947
2018-09-24,2018,IssuesEvent,46465
2018-09-24,2018,MemberEvent,7568
2018-09-24,2018,PublicEvent,1529
2018-09-24,2018,PullRequestEvent,83777
2018-09-24,2018,PullRequestReviewCommentEvent,28149
2018-09-24,2018,PushEvent,704185
2018-09-24,2018,ReleaseEvent,6872
2018-09-24,2018,WatchEvent,86751
2018-09-25,2018,CommitCommentEvent,2672
2018-09-25,2018,CreateEvent,274916
2018-09-25,2018,DeleteEvent,44268
2018-09-25,2018,GollumEvent,7836
2018-09-25,2018,IssueCommentEvent,103592
2018-09-25,2018,IssuesEvent,50848
2018-09-25,2018,MemberEvent,8968
2018-09-25,2018,PublicEvent,1683
2018-09-25,2018,PullRequestEvent,94167
2018-09-25,2018,PullRequestReviewCommentEvent,31909
2018-09-25,2018,PushEvent,776443
2018-09-25,2018,ReleaseEvent,6979
2018-09-25,2018,WatchEvent,113182
2018-09-26,2018,CommitCommentEvent,2615
2018-09-26,2018,CreateEvent,297260
2018-09-26,2018,DeleteEvent,44692
2018-09-26,2018,GollumEvent,7831
2018-09-26,2018,IssueCommentEvent,103757
2018-09-26,2018,IssuesEvent,52924
2018-09-26,2018,MemberEvent,8057
2018-09-26,2018,PublicEvent,1673
2018-09-26,2018,PullRequestEvent,94383
2018-09-26,2018,PullRequestReviewCommentEvent,30832
2018-09-26,2018,PushEvent,783416
2018-09-26,2018,ReleaseEvent,6088
2018-09-26,2018,WatchEvent,113299
2018-09-27,2018,CommitCommentEvent,2698
2018-09-27,2018,CreateEvent,274015
2018-09-27,2018,DeleteEvent,37436
2018-09-27,2018,GollumEvent,7710
2018-09-27,2018,IssueCommentEvent,106575
2018-09-27,2018,IssuesEvent,51018
2018-09-27,2018,MemberEvent,7743
2018-09-27,2018,PublicEvent,1420
2018-09-27,2018,PullRequestEvent,93863
2018-09-27,2018,PullRequestReviewCommentEvent,29543
2018-09-27,2018,PushEvent,768012
2018-09-27,2018,ReleaseEvent,5952
2018-09-27,2018,WatchEvent,114912
2018-09-28,2018,CommitCommentEvent,2326
2018-09-28,2018,CreateEvent,218568
2018-09-28,2018,DeleteEvent,33989
2018-09-28,2018,GollumEvent,7024
2018-09-28,2018,IssueCommentEvent,95577
2018-09-28,2018,IssuesEvent,46936
2018-09-28,2018,MemberEvent,7003
2018-09-28,2018,PublicEvent,1409
2018-09-28,2018,PullRequestEvent,85284
2018-09-28,2018,PullRequestReviewCommentEvent,26726
2018-09-28,2018,PushEvent,706073
2018-09-28,2018,ReleaseEvent,5500
2018-09-28,2018,WatchEvent,107430
2018-09-29,2018,CommitCommentEvent,1456
2018-09-29,2018,CreateEvent,148609
2018-09-29,2018,DeleteEvent,18489
2018-09-29,2018,GollumEvent,4777
2018-09-29,2018,IssueCommentEvent,46276
2018-09-29,2018,IssuesEvent,28295
2018-09-29,2018,MemberEvent,4372
2018-09-29,2018,PublicEvent,877
2018-09-29,2018,PullRequestEvent,45164
2018-09-29,2018,PullRequestReviewCommentEvent,8646
2018-09-29,2018,PushEvent,524103
2018-09-29,2018,ReleaseEvent,3242
2018-09-29,2018,WatchEvent,86067
2018-09-30,2018,CommitCommentEvent,1576
2018-09-30,2018,CreateEvent,141074
2018-09-30,2018,DeleteEvent,18207
2018-09-30,2018,GollumEvent,4734
2018-09-30,2018,IssueCommentEvent,43686
2018-09-30,2018,IssuesEvent,28170
2018-09-30,2018,MemberEvent,3244
2018-09-30,2018,PublicEvent,1062
2018-09-30,2018,PullRequestEvent,45881
2018-09-30,2018,PullRequestReviewCommentEvent,9496
2018-09-30,2018,PushEvent,544316
2018-09-30,2018,ReleaseEvent,3293
2018-09-30,2018,WatchEvent,81202
2018-10-01,2018,CommitCommentEvent,2388
2018-10-01,2018,CreateEvent,223072
2018-10-01,2018,DeleteEvent,37876
2018-10-01,2018,GollumEvent,7591
2018-10-01,2018,IssueCommentEvent,103892
2018-10-01,2018,IssuesEvent,51372
2018-10-01,2018,MemberEvent,7831
2018-10-01,2018,PublicEvent,1623
2018-10-01,2018,PullRequestEvent,109284
2018-10-01,2018,PullRequestReviewCommentEvent,30262
2018-10-01,2018,PushEvent,752954
2018-10-01,2018,ReleaseEvent,5509
2018-10-01,2018,WatchEvent,85951
2018-10-02,2018,CommitCommentEvent,2607
2018-10-02,2018,CreateEvent,217759
2018-10-02,2018,DeleteEvent,37047
2018-10-02,2018,GollumEvent,7444
2018-10-02,2018,IssueCommentEvent,111233
2018-10-02,2018,IssuesEvent,57666
2018-10-02,2018,MemberEvent,8331
2018-10-02,2018,PublicEvent,1793
2018-10-02,2018,PullRequestEvent,115042
2018-10-02,2018,PullRequestReviewCommentEvent,33922
2018-10-02,2018,PushEvent,790265
2018-10-02,2018,ReleaseEvent,5712
2018-10-02,2018,WatchEvent,89123
2018-10-03,2018,CommitCommentEvent,2425
2018-10-03,2018,CreateEvent,215746
2018-10-03,2018,DeleteEvent,40834
2018-10-03,2018,GollumEvent,7307
2018-10-03,2018,IssueCommentEvent,107714
2018-10-03,2018,IssuesEvent,56640
2018-10-03,2018,MemberEvent,7744
2018-10-03,2018,PublicEvent,1630
2018-10-03,2018,PullRequestEvent,109299
2018-10-03,2018,PullRequestReviewCommentEvent,31535
2018-10-03,2018,PushEvent,767975
2018-10-03,2018,ReleaseEvent,5620
2018-10-03,2018,WatchEvent,85305
2018-10-04,2018,CommitCommentEvent,2686
2018-10-04,2018,CreateEvent,211420
2018-10-04,2018,DeleteEvent,44937
2018-10-04,2018,GollumEvent,7465
2018-10-04,2018,IssueCommentEvent,108098
2018-10-04,2018,IssuesEvent,55184
2018-10-04,2018,MemberEvent,8325
2018-10-04,2018,PublicEvent,1516
2018-10-04,2018,PullRequestEvent,106336
2018-10-04,2018,PullRequestReviewCommentEvent,32112
2018-10-04,2018,PushEvent,788376
2018-10-04,2018,ReleaseEvent,5966
2018-10-04,2018,WatchEvent,85470
2018-10-05,2018,CommitCommentEvent,2471
2018-10-05,2018,CreateEvent,196008
2018-10-05,2018,DeleteEvent,37392
2018-10-05,2018,GollumEvent,6811
2018-10-05,2018,IssueCommentEvent,97204
2018-10-05,2018,IssuesEvent,49010
2018-10-05,2018,MemberEvent,7551
2018-10-05,2018,PublicEvent,1357
2018-10-05,2018,PullRequestEvent,100151
2018-10-05,2018,PullRequestReviewCommentEvent,29630
2018-10-05,2018,PushEvent,723944
2018-10-05,2018,ReleaseEvent,6482
2018-10-05,2018,WatchEvent,79887
2018-10-06,2018,CommitCommentEvent,1577
2018-10-06,2018,CreateEvent,138888
2018-10-06,2018,DeleteEvent,18605
2018-10-06,2018,GollumEvent,4032
2018-10-06,2018,IssueCommentEvent,48846
2018-10-06,2018,IssuesEvent,30613
2018-10-06,2018,MemberEvent,4405
2018-10-06,2018,PublicEvent,1046
2018-10-06,2018,PullRequestEvent,57183
2018-10-06,2018,PullRequestReviewCommentEvent,9142
2018-10-06,2018,PushEvent,511603
2018-10-06,2018,ReleaseEvent,7328
2018-10-06,2018,WatchEvent,60620
2018-10-07,2018,CommitCommentEvent,1545
2018-10-07,2018,CreateEvent,134079
2018-10-07,2018,DeleteEvent,19398
2018-10-07,2018,GollumEvent,4655
2018-10-07,2018,IssueCommentEvent,46788
2018-10-07,2018,IssuesEvent,30049
2018-10-07,2018,MemberEvent,3303
2018-10-07,2018,PublicEvent,1079
2018-10-07,2018,PullRequestEvent,53762
2018-10-07,2018,PullRequestReviewCommentEvent,10031
2018-10-07,2018,PushEvent,548062
2018-10-07,2018,ReleaseEvent,3088
2018-10-07,2018,WatchEvent,63730
2018-10-08,2018,CommitCommentEvent,2826
2018-10-08,2018,CreateEvent,225516
2018-10-08,2018,DeleteEvent,41482
2018-10-08,2018,GollumEvent,7645
2018-10-08,2018,IssueCommentEvent,104630
2018-10-08,2018,IssuesEvent,52862
2018-10-08,2018,MemberEvent,8000
2018-10-08,2018,PublicEvent,1691
2018-10-08,2018,PullRequestEvent,103992
2018-10-08,2018,PullRequestReviewCommentEvent,29945
2018-10-08,2018,PushEvent,775907
2018-10-08,2018,ReleaseEvent,8094
2018-10-08,2018,WatchEvent,113190
2018-10-09,2018,CommitCommentEvent,2702
2018-10-09,2018,CreateEvent,235988
2018-10-09,2018,DeleteEvent,39471
2018-10-09,2018,GollumEvent,8416
2018-10-09,2018,IssueCommentEvent,111772
2018-10-09,2018,IssuesEvent,54466
2018-10-09,2018,MemberEvent,8252
2018-10-09,2018,PublicEvent,1597
2018-10-09,2018,PullRequestEvent,111677
2018-10-09,2018,PullRequestReviewCommentEvent,32905
2018-10-09,2018,PushEvent,813710
2018-10-09,2018,ReleaseEvent,8157
2018-10-09,2018,WatchEvent,117737
2018-10-10,2018,CommitCommentEvent,2643
2018-10-10,2018,CreateEvent,239078
2018-10-10,2018,DeleteEvent,37156
2018-10-10,2018,GollumEvent,8302
2018-10-10,2018,IssueCommentEvent,110179
2018-10-10,2018,IssuesEvent,53212
2018-10-10,2018,MemberEvent,8581
2018-10-10,2018,PublicEvent,1589
2018-10-10,2018,PullRequestEvent,109037
2018-10-10,2018,PullRequestReviewCommentEvent,33450
2018-10-10,2018,PushEvent,805929
2018-10-10,2018,ReleaseEvent,5852
2018-10-10,2018,WatchEvent,112676
2018-10-11,2018,CommitCommentEvent,2716
2018-10-11,2018,CreateEvent,226784
2018-10-11,2018,DeleteEvent,37443
2018-10-11,2018,GollumEvent,8051
2018-10-11,2018,IssueCommentEvent,115740
2018-10-11,2018,IssuesEvent,54953
2018-10-11,2018,MemberEvent,8216
2018-10-11,2018,PublicEvent,1637
2018-10-11,2018,PullRequestEvent,109464
2018-10-11,2018,PullRequestReviewCommentEvent,31485
2018-10-11,2018,PushEvent,801381
2018-10-11,2018,ReleaseEvent,6070
2018-10-11,2018,WatchEvent,110404
2018-10-12,2018,CommitCommentEvent,2407
2018-10-12,2018,CreateEvent,199742
2018-10-12,2018,DeleteEvent,36611
2018-10-12,2018,GollumEvent,7826
2018-10-12,2018,IssueCommentEvent,101323
2018-10-12,2018,IssuesEvent,50535
2018-10-12,2018,MemberEvent,7617
2018-10-12,2018,PublicEvent,1435
2018-10-12,2018,PullRequestEvent,99885
2018-10-12,2018,PullRequestReviewCommentEvent,29212
2018-10-12,2018,PushEvent,746641
2018-10-12,2018,ReleaseEvent,5579
2018-10-12,2018,WatchEvent,106164
2018-10-13,2018,CommitCommentEvent,1541
2018-10-13,2018,CreateEvent,135299
2018-10-13,2018,DeleteEvent,18966
2018-10-13,2018,GollumEvent,5042
2018-10-13,2018,IssueCommentEvent,51309
2018-10-13,2018,IssuesEvent,32350
2018-10-13,2018,MemberEvent,4896
2018-10-13,2018,PublicEvent,980
2018-10-13,2018,PullRequestEvent,57485
2018-10-13,2018,PullRequestReviewCommentEvent,9070
2018-10-13,2018,PushEvent,526192
2018-10-13,2018,ReleaseEvent,3643
2018-10-13,2018,WatchEvent,72993
2018-10-14,2018,CommitCommentEvent,1409
2018-10-14,2018,CreateEvent,138680
2018-10-14,2018,DeleteEvent,19205
2018-10-14,2018,GollumEvent,5199
2018-10-14,2018,IssueCommentEvent,48986
2018-10-14,2018,IssuesEvent,29116
2018-10-14,2018,MemberEvent,3923
2018-10-14,2018,PublicEvent,980
2018-10-14,2018,PullRequestEvent,57398
2018-10-14,2018,PullRequestReviewCommentEvent,9580
2018-10-14,2018,PushEvent,563332
2018-10-14,2018,ReleaseEvent,3735
2018-10-14,2018,WatchEvent,64985
2018-10-15,2018,CommitCommentEvent,2398
2018-10-15,2018,CreateEvent,217049
2018-10-15,2018,DeleteEvent,37392
2018-10-15,2018,GollumEvent,7606
2018-10-15,2018,IssueCommentEvent,110198
2018-10-15,2018,IssuesEvent,54576
2018-10-15,2018,MemberEvent,10200
2018-10-15,2018,PublicEvent,1577
2018-10-15,2018,PullRequestEvent,104889
2018-10-15,2018,PullRequestReviewCommentEvent,31634
2018-10-15,2018,PushEvent,787397
2018-10-15,2018,ReleaseEvent,5916
2018-10-15,2018,WatchEvent,107419
2018-10-16,2018,CommitCommentEvent,2899
2018-10-16,2018,CreateEvent,232757
2018-10-16,2018,DeleteEvent,38304
2018-10-16,2018,GollumEvent,8705
2018-10-16,2018,IssueCommentEvent,114492
2018-10-16,2018,IssuesEvent,55816
2018-10-16,2018,MemberEvent,9702
2018-10-16,2018,PublicEvent,1676
2018-10-16,2018,PullRequestEvent,110349
2018-10-16,2018,PullRequestReviewCommentEvent,36004
2018-10-16,2018,PushEvent,841130
2018-10-16,2018,ReleaseEvent,10316
2018-10-16,2018,WatchEvent,115066
2018-10-17,2018,CommitCommentEvent,2587
2018-10-17,2018,CreateEvent,232160
2018-10-17,2018,DeleteEvent,37317
2018-10-17,2018,GollumEvent,7600
2018-10-17,2018,IssueCommentEvent,114515
2018-10-17,2018,IssuesEvent,59474
2018-10-17,2018,MemberEvent,8208
2018-10-17,2018,PublicEvent,1629
2018-10-17,2018,PullRequestEvent,111053
2018-10-17,2018,PullRequestReviewCommentEvent,34384
2018-10-17,2018,PushEvent,817140
2018-10-17,2018,ReleaseEvent,11097
2018-10-17,2018,WatchEvent,113625
2018-10-18,2018,CommitCommentEvent,2598
2018-10-18,2018,CreateEvent,224557
2018-10-18,2018,DeleteEvent,36452
2018-10-18,2018,GollumEvent,8242
2018-10-18,2018,IssueCommentEvent,110681
2018-10-18,2018,IssuesEvent,53022
2018-10-18,2018,MemberEvent,7908
2018-10-18,2018,PublicEvent,1588
2018-10-18,2018,PullRequestEvent,109189
2018-10-18,2018,PullRequestReviewCommentEvent,33036
2018-10-18,2018,PushEvent,811928
2018-10-18,2018,ReleaseEvent,12355
2018-10-18,2018,WatchEvent,113997
2018-10-19,2018,CommitCommentEvent,2653
2018-10-19,2018,CreateEvent,211176
2018-10-19,2018,DeleteEvent,34714
2018-10-19,2018,GollumEvent,7117
2018-10-19,2018,IssueCommentEvent,100022
2018-10-19,2018,IssuesEvent,47396
2018-10-19,2018,MemberEvent,7484
2018-10-19,2018,PublicEvent,1387
2018-10-19,2018,PullRequestEvent,102536
2018-10-19,2018,PullRequestReviewCommentEvent,29140
2018-10-19,2018,PushEvent,759570
2018-10-19,2018,ReleaseEvent,13009
2018-10-19,2018,WatchEvent,102522
2018-10-20,2018,CommitCommentEvent,1470
2018-10-20,2018,CreateEvent,154361
2018-10-20,2018,DeleteEvent,20346
2018-10-20,2018,GollumEvent,4802
2018-10-20,2018,IssueCommentEvent,53361
2018-10-20,2018,IssuesEvent,33811
2018-10-20,2018,MemberEvent,6097
2018-10-20,2018,PublicEvent,953
2018-10-20,2018,PullRequestEvent,59729
2018-10-20,2018,PullRequestReviewCommentEvent,9281
2018-10-20,2018,PushEvent,547868
2018-10-20,2018,ReleaseEvent,10668
2018-10-20,2018,WatchEvent,64567
2018-10-21,2018,CommitCommentEvent,1730
2018-10-21,2018,CreateEvent,144623
2018-10-21,2018,DeleteEvent,19258
2018-10-21,2018,GollumEvent,5949
2018-10-21,2018,IssueCommentEvent,46638
2018-10-21,2018,IssuesEvent,27711
2018-10-21,2018,MemberEvent,3817
2018-10-21,2018,PublicEvent,1171
2018-10-21,2018,PullRequestEvent,56078
2018-10-21,2018,PullRequestReviewCommentEvent,9605
2018-10-21,2018,PushEvent,556785
2018-10-21,2018,ReleaseEvent,6907
2018-10-21,2018,WatchEvent,63647
2018-10-22,2018,CommitCommentEvent,2128
2018-10-22,2018,CreateEvent,190488
2018-10-22,2018,DeleteEvent,28362
2018-10-22,2018,GollumEvent,6729
2018-10-22,2018,IssueCommentEvent,95423
2018-10-22,2018,IssuesEvent,46139
2018-10-22,2018,MemberEvent,5330
2018-10-22,2018,PublicEvent,1690
2018-10-22,2018,PullRequestEvent,80021
2018-10-22,2018,PullRequestReviewCommentEvent,25676
2018-10-22,2018,PushEvent,647970
2018-10-22,2018,ReleaseEvent,5824
2018-10-22,2018,WatchEvent,97411
2018-10-23,2018,CommitCommentEvent,2639
2018-10-23,2018,CreateEvent,244690
2018-10-23,2018,DeleteEvent,43554
2018-10-23,2018,GollumEvent,8048
2018-10-23,2018,IssueCommentEvent,119232
2018-10-23,2018,IssuesEvent,59119
2018-10-23,2018,MemberEvent,9336
2018-10-23,2018,PublicEvent,1961
2018-10-23,2018,PullRequestEvent,118848
2018-10-23,2018,PullRequestReviewCommentEvent,36965
2018-10-23,2018,PushEvent,874200
2018-10-23,2018,ReleaseEvent,7341
2018-10-23,2018,WatchEvent,119439
2018-10-24,2018,CommitCommentEvent,2698
2018-10-24,2018,CreateEvent,238745
2018-10-24,2018,DeleteEvent,40837
2018-10-24,2018,GollumEvent,7914
2018-10-24,2018,IssueCommentEvent,115580
2018-10-24,2018,IssuesEvent,56140
2018-10-24,2018,MemberEvent,8732
2018-10-24,2018,PublicEvent,1737
2018-10-24,2018,PullRequestEvent,115154
2018-10-24,2018,PullRequestReviewCommentEvent,35390
2018-10-24,2018,PushEvent,859068
2018-10-24,2018,ReleaseEvent,6544
2018-10-24,2018,WatchEvent,121915
2018-10-25,2018,CommitCommentEvent,2603
2018-10-25,2018,CreateEvent,227201
2018-10-25,2018,DeleteEvent,37163
2018-10-25,2018,GollumEvent,7518
2018-10-25,2018,IssueCommentEvent,114400
2018-10-25,2018,IssuesEvent,54559
2018-10-25,2018,MemberEvent,8669
2018-10-25,2018,PublicEvent,1449
2018-10-25,2018,PullRequestEvent,108694
2018-10-25,2018,PullRequestReviewCommentEvent,34057
2018-10-25,2018,PushEvent,842115
2018-10-25,2018,ReleaseEvent,5961
2018-10-25,2018,WatchEvent,132559
2018-10-26,2018,CommitCommentEvent,2521
2018-10-26,2018,CreateEvent,207341
2018-10-26,2018,DeleteEvent,35943
2018-10-26,2018,GollumEvent,7623
2018-10-26,2018,IssueCommentEvent,100785
2018-10-26,2018,IssuesEvent,49762
2018-10-26,2018,MemberEvent,7590
2018-10-26,2018,PublicEvent,1666
2018-10-26,2018,PullRequestEvent,103372
2018-10-26,2018,PullRequestReviewCommentEvent,30169
2018-10-26,2018,PushEvent,784650
2018-10-26,2018,ReleaseEvent,5783
2018-10-26,2018,WatchEvent,115962
2018-10-27,2018,CommitCommentEvent,1414
2018-10-27,2018,CreateEvent,147704
2018-10-27,2018,DeleteEvent,20329
2018-10-27,2018,GollumEvent,4846
2018-10-27,2018,IssueCommentEvent,52705
2018-10-27,2018,IssuesEvent,32804
2018-10-27,2018,MemberEvent,4500
2018-10-27,2018,PublicEvent,925
2018-10-27,2018,PullRequestEvent,66632
2018-10-27,2018,PullRequestReviewCommentEvent,10606
2018-10-27,2018,PushEvent,569080
2018-10-27,2018,ReleaseEvent,3427
2018-10-27,2018,WatchEvent,69343
2018-10-28,2018,CommitCommentEvent,1632
2018-10-28,2018,CreateEvent,141998
2018-10-28,2018,DeleteEvent,20412
2018-10-28,2018,GollumEvent,5587
2018-10-28,2018,IssueCommentEvent,49910
